Site;TipoNome;Estado;Municipio;Endereço;Técnico;Matrícula;Dono;Ano_Mes;id_anomes_site
PBBEX05;Claro;PB;BAYEUX;RUA VALDETE RIBEIRO, S/N JARDIM AEROPORTO;Antonio Eugenio Pereira;32005435.0;COMPARTILHADO;202210;202210PBBEX05
PBBEX06;Claro;PB;SANTA RITA;LOTE 49, S/N HEITEL SANTIAGO;Antonio Eugenio Pereira;32005435.0;COMPARTILHADO;202210;202210PBBEX06
PBBNN01;Claro;PB;BANANEIRAS;SÍTIO BICA DO GATO, S/N ZONA RURAL;ERIK DE ARAUJO DELMIRO;92416604.0;CLARO;202210;202210PBBNN01
PBBNN02;Claro;PB;BANANEIRAS;RUA PROFESSOR FRANCISCO FALCÃO, S/N CENTRO;ERIK DE ARAUJO DELMIRO;92416604.0;CLARO;202210;202210PBBNN02
PBBNN03;Claro;PB;SOLÂNEA;RUA PROFESSOR FRANCISCO PINTO, S/N CENTRO;ERIK DE ARAUJO DELMIRO;92416604.0;CLARO;202210;202210PBBNN03
PBBQO01;Claro;PB;BOQUEIRÃO;SÍTIO BOQUEIRÃO, S/N CENTRO;Marinaldo Albuquerque De Melo;32001284.0;CLARO;202210;202210PBBQO01
PBBQO02;Claro;PB;BOQUEIRÃO;RUA DATIVO MACIEL COSTA, 44 MALVINAS;Marinaldo Albuquerque De Melo;32001284.0;CLARO;202210;202210PBBQO02
PBCBD01;Claro;PB;CABEDELO;RUA PROJETADA DOIS, S/N INTERMARES;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBCBD01
PBCBD02;Claro;PB;CABEDELO;RUA SÃO MIGUEL, S/N CAMALAU;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBCBD02
PBCBD03;Claro;PB;CABEDELO;RODOVIA BR 230, S/N CAMBOINHA;;0.0;CLARO;202210;202210PBCBD03
PBCBD04;Claro;PB;CABEDELO;AVENIDA MAR VERMELHO, 330 INTERMARES;Ronaldo Belo de Souza;92026804.0;COMPARTILHADO;202210;202210PBCBD04
PBCBD05;Claro;PB;CABEDELO;RUA JOÃO VITALIANO, S/N ZONA RURAL;Ronaldo Belo de Souza;92026804.0;COMPARTILHADO;202210;202210PBCBD05
PBCBD07;Claro;PB;CABEDELO;RUA JOÃO LELIS DE LUNA FREIRE, S/N JARDIM CAMBOINHA;Ronaldo Belo de Souza;92026804.0;COMPARTILHADO;202210;202210PBCBD07
PBCBD08;Claro;PB;CABEDELO;R LEONOR VIANA, S/N POCO;;0.0;COMPARTILHADO;202210;202210PBCBD08
PBCBT01;Claro;PB;CUBATI;R PADRE APOLONIO, S/N CENTRO;ERIK DE ARAUJO DELMIRO;92416604.0;;202210;202210PBCBT01
PBCCI01;Claro;PB;CONCEIÇÃO;RODOVIA BR 230, S/N CENTRO;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;CLARO;202210;202210PBCCI01
PBCGE01;Claro;PB;CAMPINA GRANDE;RUA MARQUES DE HERVAL, 16 CENTRO;Marinaldo Albuquerque De Melo;32001284.0;CLARO;202210;202210PBCGE01
PBCGE02;Claro;PB;CAMPINA GRANDE;RUA MARIA GOMES CARNEIRO, 849 TAMBOR;Marinaldo Albuquerque De Melo;32001284.0;CLARO;202210;202210PBCGE02
PBCGE03;Claro;PB;CAMPINA GRANDE;RUA FREIRA FRANCISCA GUSMÃO, S/N BODOCONGO;Marinaldo Albuquerque De Melo;32001284.0;CLARO;202210;202210PBCGE03
PBCGE04;Claro;PB;CAMPINA GRANDE;RUA QUINZE DE NOVEMBRO, S/N CUITÉS;Marinaldo Albuquerque De Melo;32001284.0;COMPARTILHADO;202210;202210PBCGE04
PBCGE05;Claro;PB;CAMPINA GRANDE;RUA RODRIGUES ALVES, 2167 UNIVERSITÁRIO;Marinaldo Albuquerque De Melo;32001284.0;COMPARTILHADO;202210;202210PBCGE05
PBCGE06;Claro;PB;CAMPINA GRANDE;AVENIDA JOSÉ MARTINS DE ANDRADE, S/N SANTA ROSA;Marinaldo Albuquerque De Melo;32001284.0;COMPARTILHADO;202210;202210PBCGE06
PBCGE07;Claro;PB;CAMPINA GRANDE;RUA OBDEDON LICARIÃO, S/N MONTE CASTELO;Marinaldo Albuquerque De Melo;32001284.0;COMPARTILHADO;202210;202210PBCGE07
PBCGE08;Claro;PB;CAMPINA GRANDE;RUA EDUARDO OLIVEIRA LOBO, S/N CATOLÉ;Marinaldo Albuquerque De Melo;32001284.0;COMPARTILHADO;202210;202210PBCGE08
PBCGE09;Claro;PB;QUEIMADAS;RUA ASSIS CHATEUBRIAND, S/N CENTRO;Marinaldo Albuquerque De Melo;32001284.0;COMPARTILHADO;202210;202210PBCGE09
PBCGE10;Claro;PB;CAMPINA GRANDE;RUA DOUTOR VASCONCELOS, 572 ALTO BRANCO;Marinaldo Albuquerque De Melo;32001284.0;COMPARTILHADO;202210;202210PBCGE10
PBCGE11;Claro;PB;CAMPINA GRANDE;RUA VALERIANO FERREIRA DE MELO, S/N SANDRA CAVALCANTE;Marinaldo Albuquerque De Melo;32001284.0;COMPARTILHADO;202210;202210PBCGE11
PBCGE12;Claro;PB;CAMPINA GRANDE;AVENIDA MARECHAL FLORIANO PEIXOTO, 415 CENTRO;Marinaldo Albuquerque De Melo;32001284.0;COMPARTILHADO;202210;202210PBCGE12
PBCGE14;Claro;PB;CAMPINA GRANDE;RUA SÃO PAULO, 348 CATOLÉ;Marinaldo Albuquerque De Melo;32001284.0;COMPARTILHADO;202210;202210PBCGE14
PBCGE16;Claro;PB;CAMPINA GRANDE;RUA DAS COROAS DE FRADES, S/N MALVINAS;Marinaldo Albuquerque De Melo;32001284.0;COMPARTILHADO;202210;202210PBCGE16
PBCGE21;Claro;PB;CAMPINA GRANDE;RUA JOSEFA RAMOS BORBA, S/N PRESIDENTE MÉDICI;Marinaldo Albuquerque De Melo;32001284.0;COMPARTILHADO;202210;202210PBCGE21
PBCGE24;Claro;PB;CAMPINA GRANDE;RUA VILA NOVA DA RAINHA, 312 CENTRO;Marinaldo Albuquerque De Melo;32001284.0;COMPARTILHADO;202210;202210PBCGE24
PBCGE25;Claro;PB;CAMPINA GRANDE;RUA RANULFO GOMES DE ARAÚJO, S/N VILA CABRAL;Marinaldo Albuquerque De Melo;32001284.0;COMPARTILHADO;202210;202210PBCGE25
PBCGE32;Claro;PB;PUXINANÃ;RUA JUSTINO ALVES DE AZEVEDO, 905 CENTRO;Marinaldo Albuquerque De Melo;32001284.0;CLARO;202210;202210PBCGE32
PBCGE33;Claro;PB;CAMPINA GRANDE;RUA DESEMBARGADOR AZEVEDO, S/N PALMEIRA;Marinaldo Albuquerque De Melo;32001284.0;COMPARTILHADO;202210;202210PBCGE33
PBCGE90;Claro;PB;CAMPINA GRANDE;AVENIDA MARECHAL FLORIANO PEIXOTO, 1175 ZONA RURAL;;0.0;CLARO;202210;202210PBCGE90
PBCGE91;Claro;PB;CAMPINA GRANDE;AV MARECHAL FLORIANO PEIXOTO, 410 CENTRO;;0.0;COMPARTILHADO;202210;202210PBCGE91
PBCGEI1;Claro;PB;CAMPINA GRANDE;AVENIDA SEVERINO BEZERRA CABRAL, 1190 CATOLÉ;Marinaldo Albuquerque De Melo;32001284.0;CLARO;202210;202210PBCGEI1
PBCGER1;Claro;PB;CAMPINA GRANDE;RODOVIA BR 230, KM 138 ZONA RURAL;Marinaldo Albuquerque De Melo;32001284.0;CLARO;202210;202210PBCGER1
PBCHY01;Claro;PB;CACHOEIRA DOS ÍNDIOS;R PROJETADA, S/N CENTRO;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;;202210;202210PBCHY01
PBCIM01;Claro;PB;CACIMBAS;R CENTRAL, S/N CENTRO;Diogo De Farias Oliveira;92033181.0;;202210;202210PBCIM01
PBCIX01;Claro;PB;CAIÇARA;GRANJA SANTANA, S/N CENTRO;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBCIX01
PBCLS01;Claro;PB;CALDAS BRANDÃO;RUA VEREADOR MANOEL SOARES DE ARRUDA, S/N CAJÁ;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBCLS01
PBCLSR1;Claro;PB;GURINHÉM;RODOVIA BR 230, S/N CAJÁ;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBCLSR1
PBCND01;Claro;PB;CONDADO;RUA MIGUEL FERNANDES FERREIRA, S/N CENTRO;Diogo De Farias Oliveira;92033181.0;COMPARTILHADO;202210;202210PBCND01
PBCPK01;Claro;PB;CAPIM;RUA BENTO RENOVATO, S/N ZONA RURAL;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBCPK01
PBCPX01;Claro;PB;CAAPORÃ;RODOVIA PB 044, S/N CENTRO;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBCPX01
PBCPXR1;Claro;PB;CAAPORÃ;RODOVIA BR 101, S/N ZONA RURAL;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBCPXR1
PBCRH01;Claro;PB;CATOLÉ DO ROCHA;AVENIDA VENÂNCIO NEIVA, 234 CENTRO;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;COMPARTILHADO;202210;202210PBCRH01
PBCRI01;Claro;PB;JOÃO PESSOA;RUA EUNICE WEAVER, 24 OITIZEIRO;Antonio Eugenio Pereira;32005435.0;CLARO;202210;202210PBCRI01
PBCRI02;Claro;PB;JOÃO PESSOA;RUA MARIA MÔNICA BARROS DE SOUZA, 325 MANGABEIRAS;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBCRI02
PBCRI03;Claro;PB;JOÃO PESSOA;RUA NILTON AUGUSTO DE ARAÚJO, 38 VALENTINA FIGUEIREDO;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBCRI03
PBCRI04;Claro;PB;JOÃO PESSOA;RUA SAUL SEBASTIÃO BEZERRA, S/N JOÃO PAULO II;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBCRI04
PBCRI05;Claro;PB;JOÃO PESSOA;RUA MORISE DE MIRANDA GUSMÃO, S/N CRISTO REDENTOR;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBCRI05
PBCRI06;Claro;PB;JOÃO PESSOA;RUA BANCÁRIO ANTONIO JACINTO SOUZA, S/N BANCÁRIOS;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBCRI06
PBCRI07;Claro;PB;JOÃO PESSOA;RUA DR WALTER BELLIAN, S/N DISTRITO INDUSTRIAL;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBCRI07
PBCRI08;Claro;PB;JOÃO PESSOA;RUA COMERCIANTE EDILSON PAIVA DE ARAÚJO, S/N JARDIM CIDADE UNIVERSITÁRIA;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBCRI08
PBCRI09;Claro;PB;JOÃO PESSOA;RUA COMERCIANTE AMÉRICO RODRIGUES DE FRANÇA, S/N AGUA FRIA;Antonio Eugenio Pereira;32005435.0;CLARO;202210;202210PBCRI09
PBCRI10;Claro;PB;JOÃO PESSOA;RUA EMANUEL LISBOA DE LUCENA, 595 MANGABEIRA V;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBCRI10
PBCRI11;Claro;PB;JOÃO PESSOA;RUA DR. MANOEL LOPES DE CARVALHO, S/N ERNESTO GEISEL;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBCRI11
PBCRI12;Claro;PB;JOÃO PESSOA;RODOVIA BR 101, S/N DISTRITO INDUSTRIAL;Sergio Cruz Pereira;92029187.0;COMPARTILHADO;202210;202210PBCRI12
PBCRI13;Claro;PB;JOÃO PESSOA;RUA HUMBERTO DE PAIVA DE CARVALHO, S/N CRISTO REDENTOR;Antonio Eugenio Pereira;32005435.0;CLARO;202210;202210PBCRI13
PBCRI20;Claro;PB;JOÃO PESSOA;RUA ABELARDO CLEMENTINO DA COSTA, S/N MANGABEIRA;Sergio Cruz Pereira;92029187.0;COMPARTILHADO;202210;202210PBCRI20
PBCRI26;Claro;PB;JOÃO PESSOA;RUA FORTALEZA, 91 GROTÃO;Sergio Cruz Pereira;92029187.0;COMPARTILHADO;202210;202210PBCRI26
PBCRI27;Claro;PB;JOÃO PESSOA;RUA DOMINGOS JOSÉ DA PAIXÃO, 1900 MUÇUMAGRO;Sergio Cruz Pereira;92029187.0;COMPARTILHADO;202210;202210PBCRI27
PBCRI28;Claro;PB;JOÃO PESSOA;R PROFESSORA JOSEFA DI LORENZO SOUZA, S/N PORTAL DO SOL;Sergio Cruz Pereira;92029187.0;COMPARTILHADO;202210;202210PBCRI28
PBCRI29;Claro;PB;JOÃO PESSOA;RUA MARIA SANTANA DA ANUNCIAÇÃO, S/N CIDADE DOS COLIBRIS;Sergio Cruz Pereira;92029187.0;COMPARTILHADO;202210;202210PBCRI29
PBCRI30;Claro;PB;JOÃO PESSOA;RUA JOSÉ FRANCISCO PEREIRA, 80 ERNANI SÁTIRO;Sergio Cruz Pereira;92029187.0;COMPARTILHADO;202210;202210PBCRI30
PBCRI31;Claro;PB;JOÃO PESSOA;R WELLINGTON JOSÉ DE SOUSA, S/N JARDIM VENEZA;Sergio Cruz Pereira;92029187.0;COMPARTILHADO;202210;202210PBCRI31
PBCRI32;Claro;PB;JOÃO PESSOA;RUA JAMAICA, S/N INDÚSTRIAS;Sergio Cruz Pereira;92029187.0;COMPARTILHADO;202210;202210PBCRI32
PBCRI33;Claro;PB;JOÃO PESSOA;AV ENGENHEIRO RETUMBA, 175 CRUZ DAS ARMAS;Sergio Cruz Pereira;92029187.0;COMPARTILHADO;202210;202210PBCRI33
PBCRI34;Claro;PB;JOÃO PESSOA;R ADALBERTO DA SILVA CASTRO, S/N PARATIBE;Sergio Cruz Pereira;92029187.0;COMPARTILHADO;202210;202210PBCRI34
PBCRI35;Claro;PB;JOÃO PESSOA;R DIÓGENES CHIANCA, S/N ÁGUA FRIA;Sergio Cruz Pereira;92029187.0;COMPARTILHADO;202210;202210PBCRI35
PBCRI36;Claro;PB;JOÃO PESSOA;R HEROTILDES BULHÕES PINHEIRO, S/N MANGABEIRA;Sergio Cruz Pereira;92029187.0;COMPARTILHADO;202210;202210PBCRI36
PBCRI37;Claro;PB;JOÃO PESSOA;R JOSÉ SEVERINO DE FIGUEIREDO, S/N JOSÉ AMÉRICO DE ALMEIDA;Sergio Cruz Pereira;92029187.0;COMPARTILHADO;202210;202210PBCRI37
PBCRII1;Claro;PB;JOÃO PESSOA;AVENIDA HILTON SOUTO MAIOR, S/N MANGABEIRA;Sergio Cruz Pereira;92029187.0;COMPARTILHADO;202210;202210PBCRII1
PBCRL01;Claro;PB;CURRAL DE CIMA;FAZENDA CURRAL DE CIMA, S/N ZONA RURAL;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBCRL01
PBCUM01;Claro;PB;CUITÉ DE MAMANGUAPE;RUA MANOEL NOCA, S/N CENTRO;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBCUM01
PBCUT01;Claro;PB;CUITÉ;RUA GOVERNADOR PEDRO GONDIM, 470 CENTRO;ERIK DE ARAUJO DELMIRO;92416604.0;COMPARTILHADO;202210;202210PBCUT01
PBCUTR1;Claro;PB;NOVA PALMEIRA;OUTROS POÇO DA PEDRA, S/N ZONA RURAL;ERIK DE ARAUJO DELMIRO;92416604.0;CLARO;202210;202210PBCUTR1
PBCWX01;Claro;PB;CONDE;RUA PROJETADA, S/N JACUMA;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBCWX01
PBCWX02;Claro;PB;CONDE;LOTEAMENTO COLINAS DE JACUMÃ, S/N ACAU/PITIMBU;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBCWX02
PBCWX03;Claro;PB;CONDE;AVENIDA GENERAL PEROUSE, S/N CENTRO;Sergio Cruz Pereira;92029187.0;COMPARTILHADO;202210;202210PBCWX03
PBCWX07;Claro;PB;CONDE;R JOSÉ SALÚ SOARES, S/N JACUMÃ;Sergio Cruz Pereira;92029187.0;COMPARTILHADO;202210;202210PBCWX07
PBCWXR1;Claro;PB;CONDE;RODOVIA BR 101, S/N DIST INDUSTRIAL;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBCWXR1
PBCZS01;Claro;PB;CAJAZEIRAS;MORRO CRISTO, S/N MORRO DO CRISTO;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;CLARO;202210;202210PBCZS01
PBCZS02;Claro;PB;CAJAZEIRAS;RUA JORGE LUDGERO DA SILVA, S/N CENTRO;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;CLARO;202210;202210PBCZS02
PBCZS03;Claro;PB;CAJAZEIRAS;RUA OTILIO GUIMARÃES, S/N CENTRO;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;CLARO;202210;202210PBCZS03
PBCZS04;Claro;PB;CAJAZEIRAS;LOTEAMENTO JOCA CLAUDINO, S/N ALTO BELO HORIZONTE;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;COMPARTILHADO;202210;202210PBCZS04
PBDES01;Claro;PB;DUAS ESTRADAS;RUA SÃO JOÃO, S/N CENTRO;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBDES01
PBDIA01;Claro;PB;DIAMANTE;R DOS CURIOS, S/N COACI;Diogo De Farias Oliveira;92033181.0;;202210;202210PBDIA01
PBDMI01;Claro;PB;DAMIÃO;RUA JOSÉ PAULINO, S/N CENTRO;ERIK DE ARAUJO DELMIRO;92416604.0;CLARO;202210;202210PBDMI01
PBDST01;Claro;PB;DESTERRO;R CONEGO FLORENTINO BARBOSA, S/N CENTRO;Diogo De Farias Oliveira;92033181.0;;202210;202210PBDST01
PBERA01;Claro;PB;ESPERANÇA;RODOVIA BR 104, S/N ZONA RURAL;ERIK DE ARAUJO DELMIRO;92416604.0;CLARO;202210;202210PBERA01
PBERA02;Claro;PB;ESPERANÇA;RUA SÃO VICENTE, S/N CENTRO;ERIK DE ARAUJO DELMIRO;92416604.0;CLARO;202210;202210PBERA02
PBGBI01;Claro;PB;GUARABIRA;RUA AUGUSTO DE ALMEIDA, S/N CENTRO;Ronaldo Belo de Souza;92026804.0;COMPARTILHADO;202210;202210PBGBI01
PBGBI11;Claro;PB;GUARABIRA;RUA NAPOLEÃO LAUREANO, S/N CENTRO;;0.0;INDETERMINADO;202210;202210PBGBI11
PBIBA01;Claro;PB;ITABAIANA;RODOVIA BR 054, S/N ZONA RURAL;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBIBA01
PBIBA02;Claro;PB;ITABAIANA;RUA OTAVIO JOAQUIM DA SILVEIRA, 58 CENTRO;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBIBA02
PBIGR01;Claro;PB;IGARACY;R BERNARDINO LOPES SOUZA, S/N CENTRO;Diogo De Farias Oliveira;92033181.0;;202210;202210PBIGR01
PBINA01;Claro;PB;INGÁ;FAZENDA BARAÚNA, S/N ZONA RURAL;Marinaldo Albuquerque De Melo;32001284.0;CLARO;202210;202210PBINA01
PBINA02;Claro;PB;INGÁ;LOTEAMENTO JARDIM FARIAS, S/N CENTRO;Marinaldo Albuquerque De Melo;32001284.0;CLARO;202210;202210PBINA02
PBIRN01;Claro;PB;ITAPORANGA;PROPRIEDADE FAVELA, S/N ZONA RURAL;Diogo De Farias Oliveira;92033181.0;CLARO;202210;202210PBIRN01
PBIRN02;Claro;PB;ITAPORANGA;R HORACIO GOMES, 913 CENTRO;;0.0;COMPARTILHADO;202210;202210PBIRN02
PBITX01;Claro;PB;JOÃO PESSOA;AVENIDA PRESIDENTE EPITÁCIO PESSOA, 2496 TAMBAUZINHO;;0.0;INDETERMINADO;202210;202210PBITX01
PBJDO01;Claro;PB;JUNCO DO SERIDÓ;R BALDUINO GUEDES, S/N CENTRO;Diogo De Farias Oliveira;92033181.0;;202210;202210PBJDO01
PBJPA01;Claro;PB;JOÃO PESSOA;AVENIDA SANTA CATARINA, 287 ESTADOS;;0.0;INDETERMINADO;202210;202210PBJPA01
PBJPA02;Claro;PB;JOÃO PESSOA;AVENIDA VISCONDE DE PELOTAS, 287 CENTRO;;0.0;INDETERMINADO;202210;202210PBJPA02
PBJUX01;Claro;PB;JURU;Sitio SITIO ALTO GRANDE , S/N Zona Rural;Diogo De Farias Oliveira;92033181.0;;202210;202210PBJUX01
PBJZH01;Claro;PB;JUAZEIRINHO;RUA MARIA ROSA JACINTO, S/N CENTRO;Diogo De Farias Oliveira;92033181.0;CLARO;202210;202210PBJZH01
PBLDT01;Claro;PB;LAGOA DE DENTRO;RUA RUA PRINCIPAL FRANCISCO DUARTE, S/N CENTRO;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBLDT01
PBLGC01;Claro;PB;LAGOA SECA;RUA PROJETADA, 285 ZONA RURAL;ERIK DE ARAUJO DELMIRO;92416604.0;CLARO;202210;202210PBLGC01
PBLGC02;Claro;PB;LAGOA SECA;RUA PEDRO ADALTO, S/N ÁREA URBANA;;0.0;COMPARTILHADO;202210;202210PBLGC02
PBLGC04;Claro;PB;LAGOA SECA;R FRANCISCO MARIANO, S/N CENTRO;ERIK DE ARAUJO DELMIRO;92416604.0;COMPARTILHADO;202210;202210PBLGC04
PBLMN01;Claro;PB;JOÃO PESSOA;AVENIDA MANOEL ARRUDA CAVALCANTI, 805 MANAÍRA;;0.0;INDETERMINADO;202210;202210PBLMN01
PBLOG01;Claro;PB;LOGRADOURO;FAZENDA LOGRADOURO, S/N ZONA RURAL;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBLOG01
PBLUN01;Claro;PB;LUCENA;RUA PROJETADA, S/N CENTRO;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBLUN01
PBLUN02;Claro;PB;LUCENA;R SÃO JOSÉ, S/N PRAIA DE FAGUNDES;Ronaldo Belo de Souza;92026804.0;COMPARTILHADO;202210;202210PBLUN02
PBLVR01;Claro;PB;LIVRAMENTO;R PROJETADA, S/N CENTRO;Diogo De Farias Oliveira;92033181.0;;202210;202210PBLVR01
PBMAI01;Claro;PB;MARI;RUA PEDRO LEITE, S/N CENTRO;Ronaldo Belo de Souza;92026804.0;COMPARTILHADO;202210;202210PBMAI01
PBMAT90;Claro;PB;MATURÉIA;TERRENO AGRO PASTORIL, S/N ZONA RURAL;Diogo De Farias Oliveira;92033181.0;CLARO;202210;202210PBMAT90
PBMAT91;Claro;PB;MATURÉIA;LOCALIDADE PICO DO JABRE, S/N ZONA RURAL;Diogo De Farias Oliveira;92033181.0;COMPARTILHADO;202210;202210PBMAT91
PBMCXR1;Claro;PB;MAMANGUAPE;RODOVIA BR 101, S/N ZONA RURAL;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBMCXR1
PBMER01;Claro;PB;MONTEIRO;RUA PADRE ARTUR CAVALCANTI, 164 CENTRO;Diogo De Farias Oliveira;92033181.0;COMPARTILHADO;202210;202210PBMER01
PBMER90;Claro;PB;MONTEIRO;FAZENDA QUEIMAÇÃO, S/N ZONA RURAL;Diogo De Farias Oliveira;92033181.0;CLARO;202210;202210PBMER90
PBMME01;Claro;PB;MAMANGUAPE;RUA CORONEL LUIZ INÁCIO, 256 CENTRO;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBMME01
PBMME02;Claro;PB;MAMANGUAPE;RUA PEDRO SOARES FELICIANO, 140 GURGURI;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBMME02
PBMME03;Claro;PB;MAMANGUAPE;RUA PROJETADA, S/N BELA VISTA;Ronaldo Belo de Souza;92026804.0;COMPARTILHADO;202210;202210PBMME03
PBMMER2;Claro;PB;MAMANGUAPE;RODOVIA BR 101, KM 29 ZONA RURAL;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBMMER2
PBMMER3;Claro;PB;MAMANGUAPE;RODOVIA BR 101, S/N ZONA RURAL;Ronaldo Belo de Souza;92026804.0;COMPARTILHADO;202210;202210PBMMER3
PBMRC01;Claro;PB;MARCAÇÃO;RUA PROJETADA, S/N CENTRO;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBMRC01
PBMUL01;Claro;PB;MULUNGU;SÍTIO OLIVEIRA, S/N ZONA RURAL;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBMUL01
PBOLH01;Claro;PB;OLHO D'ÁGUA;R LAURINDO JOSE DA COSTA, S/N CENTRO;Diogo De Farias Oliveira;92033181.0;;202210;202210PBOLH01
PBOVD01;Claro;PB;OLIVEDOS;RUA PROJETADA, S/N RIACHO DA COBRA;Marinaldo Albuquerque De Melo;32001284.0;CLARO;202210;202210PBOVD01
PBPBL01;Claro;PB;POMBAL;RUA PROJETADA, S/N NOVA VIDA;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;CLARO;202210;202210PBPBL01
PBPBL90;Claro;PB;SÃO BENTINHO;RODOVIA BR 230, S/N ZONA RURAL;JOSE MARCIO PEREIRA DUARTE FREIRE;92416499.0;CLARO;202210;202210PBPBL90
PBPCI01;Claro;PB;PICUÍ;RUA VENERANDA VENERÁVEL DE VENEZA, 8 MONTE SANTO;ERIK DE ARAUJO DELMIRO;92416604.0;COMPARTILHADO;202210;202210PBPCI01
PBPER01;Claro;PB;PEDRO RÉGIS;RUA MIGUEL LUIZ, S/N CENTRO;Ronaldo Belo de Souza;92026804.0;CLARO;202210;202210PBPER01
PBPFG01;Claro;PB;PEDRAS DE FOGO;RODOVIA BR 072, KM 12 ZONA RURAL;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBPFG01
PBPFG02;Claro;PB;PEDRAS DE FOGO;RUA GASPARINO RIBEIRO DA COSTA, 196 CENTRO;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBPFG02
PBPFG90;Claro;PB;PEDRAS DE FOGO;RUA PEDRA DE FOGO, S/N ZONA RURAL;;0.0;COMPARTILHADO;202210;202210PBPFG90
PBPHS01;Claro;PB;POCINHOS;SÍTIO GAMELEIRO, S/N ZONA RURAL;Marinaldo Albuquerque De Melo;32001284.0;CLARO;202210;202210PBPHS01
PBPHS02;Claro;PB;POCINHOS;RUA MARIA DAS NEVES CABRAL GONDIM, 79 CENTRO;Marinaldo Albuquerque De Melo;32001284.0;COMPARTILHADO;202210;202210PBPHS02
PBPHSR1;Claro;PB;POCINHOS;RODOVIA BR 230, S/N POCINHOS;Marinaldo Albuquerque De Melo;32001284.0;CLARO;202210;202210PBPHSR1
PBPIL01;Claro;PB;PRINCESA ISABEL;RUA FRANCISCO CORDEIRO DE CARVALHO, S/N ZONA RURAL;Diogo De Farias Oliveira;92033181.0;CLARO;202210;202210PBPIL01
PBPIO01;Claro;PB;PIANCÓ;RUA ULISSES DE ARAÚJO LACERDA, S/N CAMPO NOVO;Diogo De Farias Oliveira;92033181.0;CLARO;202210;202210PBPIO01
PBPIO02;Claro;PB;PIANCÓ;RUA SILVIA JUSTO ÂNGELO, S/N CENTRO;Diogo De Farias Oliveira;92033181.0;CLARO;202210;202210PBPIO02
PBPMU01;Claro;PB;PITIMBU;PROPRIEDADE PITIMBÚ, S/N ZONA RURAL;Sergio Cruz Pereira;92029187.0;CLARO;202210;202210PBPMU01
PBPOS01;Claro;PB;PATOS;RUA JOÃO OLINTO, S/N BRASÍLIA;Diogo De Farias Oliveira;92033181.0;CLARO;202210;202210PBPOS01
PBPOS02;Claro;PB;PATOS;RUA PEDRO CRUZ GUEDES, S/N MATERNIDADE;Diogo De Farias Oliveira;92033181.0;CLARO;202210;202210PBPOS02
PBPOS03;Claro;PB;PATOS;AVENIDA ESPANHA, S/N JARDIM EUROPA;Diogo De Farias Oliveira;92033181.0;CLARO;202210;202210PBPOS03
